GenePublicName,SequenceNameGene,SequenceNameTranscript,Db10,OP50,Ratio_Db10vsOP50,log2_Ratio_Db10vsOP50,Infection_upregulated,Infection_downregulated
K09F6.2,K09F6.2,K09F6.2,"0,01981","0,005136","3,856946",1.947458947347,1,
K09F6.3,K09F6.3,K09F6.3,"0,000448","0,00087","0,51439",-0.959065498665,,
K09F6.4,K09F6.4,K09F6.4,"0,008973","0,003952","2,270586",1.183064680860,,
K09F6.5,K09F6.5,K09F6.5,"0,02779","0,002355","11,800151",3.560733415962,1,
K09F6.6,K09F6.6,K09F6.6,"0,112481","0,070927","1,585861",0.665266325015,,
K09F6.7,K09F6.7,K09F6.7,"0,271818","0,157727","1,723345",0.785211546580,,
K09F6.8,K09F6.8,K09F6.8,"0,009296","0,050225","0,185082",-2.433763500994,,1
K09F6.9,K09F6.9,K09F6.9,"0,201891","0,167924","1,202276",0.265768125769,,
K09G1.1,K09G1.1,K09G1.1a,"2,84475","1,43285","1,985379",0.989414437710,,
K09G1.1,K09G1.1,K09G1.1b.1,"2,67292","1,37469","1,94438",0.959310199675,,
K09G1.1,K09G1.1,K09G1.1b.2,"2,85726","1,43482","1,991372",0.993762750152,,
K09G1.2,K09G1.2,K09G1.2,"0,000729",0,,,,
K09G1.3,K09G1.3,K09G1.3,0,0,,,,
dop-2,K09G1.4,K09G1.4a,"0,067477","0,022318","3,023384",1.596164227299,1,
dop-2,K09G1.4,K09G1.4b,"0,056496","0,022064","2,560526",1.356440208523,,
K09H11.1,K09H11.1,K09H11.1,"0,380564","0,143333","2,655104",1.408768372271,1,
K09H11.10,K09H11.10,K09H11.10,"0,024644","0,044745","0,550772",-0.860472876896,,
K09H11.11,K09H11.11,K09H11.11,"0,002237","0,023473","0,095282",-3.391652493619,,1
rga-3,K09H11.3,K09H11.3,"0,654954","0,755314","0,867128",-0.205683124122,,
K09H11.4,K09H11.4,K09H11.4,0,"0,000592",0,,,
K09H11.5,K09H11.5,K09H11.5,0,0,,,,
K09H11.6,K09H11.6,K09H11.6,"0,017564","0,020694","0,848779",-0.236539132521,,
K09H11.7,K09H11.7,K09H11.7,nan,nan,,,,
K09H11.9,K09H11.9,K09H11.9,"0,058301","0,075364","0,773587",-0.370364544117,,
K09H9.1,K09H9.1,K09H9.1,0,"0,000346",0,,,
K09H9.2,K09H9.2,K09H9.2.1,"0,476496","0,460161","1,035498",0.050324767085,,
K09H9.2,K09H9.2,K09H9.2.2,"0,474255","0,458658","1,034006",0.048244557167,,
col-49,K09H9.3,K09H9.3,0,"0,006901",0,,,
K09H9.4,K09H9.4,K09H9.4,0,"0,006981",0,,,
K09H9.5,K09H9.5,K09H9.5a,"0,18061","0,307786","0,586804",-0.769049389588,,
K09H9.5,K09H9.5,K09H9.5b,"0,227274","0,880542","0,258107",-1.953958826263,,1
lpd-6,K09H9.6,K09H9.6,"0,541728","0,711855","0,761009",-0.394014579163,,
K09H9.7,K09H9.7,K09H9.7,"0,235989","0,213081","1,107508",0.147317120016,,
lin-23,K10B2.1,K10B2.1.1,"0,805724","0,837198","0,962406",-0.055282458043,,
lin-23,K10B2.1,K10B2.1.2,"0,814063","0,879498","0,9256",-0.111539230442,,
K10B2.2,K10B2.2,K10B2.2a,"0,310598","0,046915","6,620484",2.726936691183,1,
K10B2.2,K10B2.2,K10B2.2b,"0,403143","0,059675","6,755609",2.756085830495,1,
clec-88,K10B2.3,K10B2.3a,"7,40448","6,73637","1,09918",0.136427659120,,
clec-88,K10B2.3,K10B2.3b,"7,36908","7,86196","0,937308",-0.093404898595,,
K10B2.4,K10B2.4,K10B2.4,"2,64179","5,95132","0,4439",-1.171693386224,,
ani-2,K10B2.5,K10B2.5,"0,863138","0,734939","1,174435",0.231966868503,,
spc-1,K10B3.10,K10B3.10,"1,3261","1,25914","1,053179",0.074750659978,,
K10B3.1,K10B3.1,K10B3.1a,"2,85332","3,77371","0,756105",-0.403341500043,,
K10B3.1,K10B3.1,K10B3.1b,"2,84785","3,98723","0,714243",-0.485513102913,,
K10B3.5,K10B3.5,K10B3.5,"0,421729","0,276036","1,527804",0.611459473763,,
K10B3.6,K10B3.6,K10B3.6a,"0,119607","0,163351","0,732209",-0.449672588145,,
K10B3.6,K10B3.6,K10B3.6b,"0,087799","0,122256","0,718155",-0.477632839143,,
K10B3.6,K10B3.6,K10B3.6c,"0,064091","0,092802","0,690621",-0.534033891401,,
gpd-3,K10B3.7,K10B3.7.1,"9,55113","10,6368","0,897933",-0.155320293767,,
gpd-3,K10B3.7,K10B3.7.2,"11,3486","12,6866","0,894534",-0.160791776725,,
gpd-2,K10B3.8,K10B3.8.1,"1,11888","1,05628","1,059265",0.083063558508,,
gpd-2,K10B3.8,K10B3.8.2,"0,543308","0,54579","0,995452",-0.006576343011,,
37012,K10B3.9,K10B3.9.1,"1,11615","1,03919","1,074058",0.103071902125,,
37012,K10B3.9,K10B3.9.2,"0,951541","0,830371","1,145923",0.196510105831,,
37012,K10B3.9,K10B3.9.3,"0,96088","0,522651","1,838473",0.878507989132,,
K10B4.1,K10B4.1,K10B4.1,0,"0,000487",0,,,
srt-54,K10B4.2,K10B4.2,"0,006949","0,004592","1,513394",0.597787630547,,
K10B4.3,K10B4.3,K10B4.3,"0,414177","0,229875","1,801749",0.849398044627,,
K10B4.4,K10B4.4,K10B4.4,"0,00495","0,00451","1,097628",0.134389189599,,
srd-3,K10B4.5,K10B4.5,"0,005056","0,00962","0,525593",-0.927982033330,,
cwn-1,K10B4.6,K10B4.6a,"0,228759","0,203591","1,12362",0.168154209217,,
cwn-1,K10B4.6,K10B4.6b,"0,148808","0,136417","1,090832",0.125428928032,,
K10C2.1,K10C2.1,K10C2.1,"3,4514","0,413981","8,337098",3.059545293792,1,
K10C2.2,K10C2.2,K10C2.2,0,0,,,,
K10C2.3,K10C2.3,K10C2.3,"10,2764","1,51379","6,788524",2.763097929498,1,
K10C2.4,K10C2.4,K10C2.4.1,"2,87624","1,17479","2,448301",1.291780937325,,
K10C2.4,K10C2.4,K10C2.4.2,"2,87482","1,17238","2,452123",1.294031347316,,
grl-6,K10C2.5,K10C2.5,"0,003454","0,004867","0,709581",-0.494960714861,,
K10C2.6,K10C2.6,K10C2.6,0,0,,,,
K10C2.7,K10C2.7,K10C2.7,"0,092806","0,360215","0,257641",-1.956565898213,,1
K10C3.2,K10C3.2,K10C3.2.1,"3,16737","3,12802","1,01258",0.018035894213,,
K10C3.2,K10C3.2,K10C3.2.2,"2,7092","3,16225","0,856732",-0.223084118949,,
K10C3.2,K10C3.2,K10C3.2.3,"2,71322","3,16783","0,856492",-0.223488323901,,
zig-1,K10C3.3,K10C3.3,"0,579882","0,507436","1,142769",0.192533805796,,
K10C3.4,K10C3.4,K10C3.4,"1,34761","1,64098","0,821223",-0.284154061302,,
K10C3.5,K10C3.5,K10C3.5a,"0,20494","0,213533","0,959758",-0.059257414275,,
K10C3.5,K10C3.5,K10C3.5b,"0,196792","0,213578","0,921406",-0.118091102391,,
nhr-49,K10C3.6,K10C3.6a,"2,03109","1,34774","1,507034",0.591711965760,,
nhr-49,K10C3.6,K10C3.6b.1,"1,97038","1,29467","1,521917",0.605889681474,,
nhr-49,K10C3.6,K10C3.6b.2,"2,00808","1,33203","1,507534",0.592190540154,,
nhr-49,K10C3.6,K10C3.6c.1,"1,88485","1,29158","1,459337",0.545313078655,,
nhr-49,K10C3.6,K10C3.6c.2,"1,95194","1,30024","1,501215",0.586130610684,,
nhr-49,K10C3.6,K10C3.6d,"1,94609","1,33795","1,454531",0.540554044509,,
K10C8.1,K10C8.1,K10C8.1,"0,097287","0,108569","0,896084",-0.158294116284,,
K10C8.2,K10C8.2,K10C8.2,"0,004798","0,001398","3,43184",1.778982292760,1,
K10C8.3,K10C8.3,K10C8.3.1,"2,04516","1,48739","1,374999",0.459430569404,,
K10C8.3,K10C8.3,K10C8.3.2,"2,03977","1,45176","1,405033",0.490604015412,,
K10C8.4,K10C8.4,K10C8.4,"0,068116","0,084848","0,802799",-0.316889275267,,
K10C9.1,K10C9.1,K10C9.1,"0,074391","0,326333","0,227959",-2.133153725829,,1
K10C9.3,K10C9.3,K10C9.3,"0,90487","0,888403","1,018536",0.026496973042,,
K10C9.4,K10C9.4,K10C9.4,0,0,,,,
str-67,K10C9.6,K10C9.6,0,0,,,,
K10C9.7,K10C9.7,K10C9.7,"0,003413","0,005028","0,678722",-0.559107317690,,
str-224,K10C9.8,K10C9.8,0,"0,000343",0,,,
K10C9.9,K10C9.9,K10C9.9,"0,015824","0,009393","1,684698",0.752489996184,,
dod-17,K10D11.1,K10D11.1,"0,590141","0,063974","9,224657",3.205495268507,1,
K10D11.2,K10D11.2,K10D11.2,"0,457513","0,06478","7,062522",2.820183456467,1,
K10D11.3,K10D11.3,K10D11.3,"0,076689","0,003507","21,869001",4.450815412884,1,
K10D11.4,K10D11.4,K10D11.4,0,0,,,,
K10D11.5,K10D11.5,K10D11.5,"0,842531","0,122877","6,856702",2.777514822413,1,
K10D11.6,K10D11.6,K10D11.6,"0,222605","0,01167","19,074488",4.253572427450,1,
K10D11.7,K10D11.7,K10D11.7,"0,005241","0,007043","0,744189",-0.426259029018,,
K10D2.1,K10D2.1,K10D2.1a,"0,283227","0,225499","1,256001",0.328837612872,,
K10D2.1,K10D2.1,K10D2.1b,"0,300061","0,237352","1,264203",0.338228143561,,
K10D2.2,K10D2.2,K10D2.2.1,"2,16716","2,3598","0,918366",-0.122858863740,,
K10D2.2,K10D2.2,K10D2.2.2,"1,94804","2,71698","0,716987",-0.479981133848,,
cid-1,K10D2.3,K10D2.3,"0,557702","0,393529","1,417181",0.503024028634,,
K10D2.4,K10D2.4,K10D2.4,"5,14144","21,4564","0,239623",-2.061161704317,,1
K10D2.5,K10D2.5,K10D2.5,"1,94069","1,83428","1,058012",0.081355990630,,
emb-8,K10D2.6,K10D2.6.1,"1,96562","0,94503","2,079955",1.056552315876,,
emb-8,K10D2.6,K10D2.6.2,"2,19418","1,05438","2,081014",1.057286670822,,
K10D2.7,K10D2.7,K10D2.7,"0,144966","0,188171","0,770395",-0.376329755022,,
glr-3,K10D3.1,K10D3.1,0,"0,000767",0,,,
unc-14,K10D3.2,K10D3.2,"1,12504","0,767814","1,465251",0.551147821943,,
taf-11.2,K10D3.3,K10D3.3,"1,08796","0,666628","1,632035",0.706671997129,,
K10D3.4,K10D3.4,K10D3.4,"0,049766","0,34382","0,144745",-2.788414581559,,1
K10D3.6,K10D3.6,K10D3.6.1,"0,335429","0,453173","0,740179",-0.434053890113,,
K10D3.6,K10D3.6,K10D3.6.2,"0,287017","0,666444","0,430669",-1.215348614251,,
K10D6.1,K10D6.1,K10D6.1,"0,0021","0,003082","0,68124",-0.553764947441,,
K10D6.2,K10D6.2,K10D6.2a,"0,81143","0,473377","1,714131",0.777477369560,,
K10D6.2,K10D6.2,K10D6.2b,"0,958692","0,587735","1,631164",0.705901840353,,
K10D6.2,K10D6.2,K10D6.2c,"0,883124","0,504281","1,751254",0.808388345887,,
K10D6.3,K10D6.3,K10D6.3,0,0,,,,
K10D6.4,K10D6.4,K10D6.4.1,"0,497033","0,374397","1,327556",0.408772719198,,
K10D6.4,K10D6.4,K10D6.4.2,"0,552403","0,395957","1,395109",0.480377844360,,
K10D6.4,K10D6.4,K10D6.4.3,"0,587227","0,365295","1,607542",0.684856431115,,
K10E9.1,K10E9.1,K10E9.1,"0,175836","0,224178","0,784359",-0.350413969916,,
pll-1,K10F12.3,K10F12.3a,"0,034454","0,058343","0,590545",-0.759881096563,,
pll-1,K10F12.3,K10F12.3b,"0,034393","0,058962","0,583307",-0.777672707510,,
K10F12.4,K10F12.4,K10F12.4a,"0,502337","0,540931","0,928653",-0.106788474272,,
K10F12.4,K10F12.4,K10F12.4b.1,"0,461101","0,657145","0,701673",-0.511129245538,,
K10F12.4,K10F12.4,K10F12.4b.2,"0,488658","0,665136","0,734674",-0.444823876117,,
K10F12.6,K10F12.6,K10F12.6,0,"0,017111",0,,,
K10F12.7,K10F12.7,K10F12.7,0,"0,000816",0,,,
K10G4.1,K10G4.1,K10G4.1,0,"0,00012",0,,,
K10G4.10,K10G4.10,K10G4.10,"0,003776",0,,,,
srw-47,K10G4.2,K10G4.2,0,0,,,,
K10G4.3,K10G4.3,K10G4.3,"0,319735","0,038152","8,380535",3.067042346217,1,
K10G4.4,K10G4.4,K10G4.4,0,0,,,,
K10G4.5,K10G4.5,K10G4.5,"0,002639","0,000593","4,453096",2.154808713786,1,
srw-30,K10G4.9,K10G4.9,0,0,,,,
lin-31,K10G6.1,K10G6.1,"0,077169","0,049626","1,555008",0.636922002562,,
K10G6.2,K10G6.2,K10G6.2,"0,006677","0,001549","4,309908",2.107657073639,1,
sea-2,K10G6.3,K10G6.3,"0,363567","0,60063","0,605309",-0.724256293056,,
K10G6.4,K10G6.4,K10G6.4,"0,007969","0,009844","0,809562",-0.304786521874,,
K10G6.5,K10G6.5,K10G6.5,0,"0,004581",0,,,
K10G9.1,K10G9.1,K10G9.1,"0,395794","0,242563","1,631716",0.706389978237,,
K10G9.2,K10G9.2,K10G9.2,"0,268564","0,335498","0,800494",-0.321037505641,,
pad-2,K10G9.3,K10G9.3,"0,200234","0,188133","1,064322",0.089934689865,,
K10H10.1,K10H10.1,K10H10.1,"0,314981","0,220552","1,428148",0.514145494635,,
K10H10.10,K10H10.10,K10H10.10,"0,012432","0,023089","0,538454",-0.893104993955,,
K10H10.2,K10H10.2,K10H10.2.1,"0,686021","0,266477","2,57441",1.364241835168,,
K10H10.2,K10H10.2,K10H10.2.2,"0,681913","0,220223","3,096466",1.630622604977,1,
dhs-8,K10H10.3,K10H10.3a,"0,007281","0,018314","0,397551",-1.330788145868,,
K10H10.4,K10H10.4,K10H10.4.1,"0,056428","0,025816","2,18579",1.128154800593,,
K10H10.4,K10H10.4,K10H10.4.2,"0,069626","0,027305","2,549986",1.350489326384,,
K10H10.5,K10H10.5,K10H10.5,0,0,,,,
K10H10.6,K10H10.6,K10H10.6,0,0,,,,
K10H10.7,K10H10.7,K10H10.7,0,"0,012402",0,,,
K10H10.9,K10H10.9,K10H10.9,0,0,,,,
K11B4.1,K11B4.1,K11B4.1.1,"0,900397","0,430378","2,092107",1.064956639549,,
K11B4.1,K11B4.1,K11B4.1.2,"0,849278","0,388186","2,187812",1.129488771805,,
K11B4.2,K11B4.2,K11B4.2,"1,81061","1,59754","1,133374",0.180624012006,,
K11C4.1,K11C4.1,K11C4.1,0,"0,001639",0,,,
K11C4.2,K11C4.2,K11C4.2,"0,055073","0,043921","1,25392",0.326445307243,,
unc-70,K11C4.3,K11C4.3a,"1,03993","1,1628","0,894333",-0.161115983840,,
unc-70,K11C4.3,K11C4.3b,"1,08579","1,23496","0,879211",-0.185718658616,,
odc-1,K11C4.4,K11C4.4,"2,8905","2,42794","1,190515",0.251585798088,,
unc-68,K11C4.5,K11C4.5,"0,131679","0,108716","1,21122",0.276460932813,,
cwp-4,K11D12.1,K11D12.1,"0,010792","0,02261","0,47732",-1.066971307426,,
mlk-1,K11D12.10,K11D12.10a,"0,851154","0,231251","3,68065",1.879960567632,1,
mlk-1,K11D12.10,K11D12.10b,"0,796514","0,204913","3,887084",1.958688284696,1,
K11D12.11,K11D12.11,K11D12.11,"0,591288","0,438119","1,349606",0.432538292602,,
K11D12.12,K11D12.12,K11D12.12,"0,509314","0,511595","0,995541",-0.006447362288,,
K11D12.13,K11D12.13,K11D12.13,"8,58289","2,75175","3,119066",1.641114080723,1,
pqn-51,K11D12.2,K11D12.2.1,"2,2076","2,10574","1,048373",0.068152103812,,
pqn-51,K11D12.2,K11D12.2.2,"2,17669","2,05316","1,060166",0.084290178587,,
pqn-51,K11D12.2,K11D12.2.3,"2,17423","2,07048","1,050109",0.070539085604,,
pqn-51,K11D12.2,K11D12.2.4,"2,25602","2,16774","1,040724",0.057587516643,,
srr-4,K11D12.3,K11D12.3.1,"0,598962","0,358802","1,669339",0.739276958868,,
srr-4,K11D12.3,K11D12.3.2,"0,615632","0,359446","1,712725",0.776293526795,,
cpt-4,K11D12.4,K11D12.4,"0,070817","0,070876","0,999166",-0.001203709681,,
K11D12.5,K11D12.5,K11D12.5,"1,25521","0,675588","1,857952",0.893713230323,,
K11D12.6,K11D12.6,K11D12.6,"0,385147","0,097997","3,930204",1.974604198527,1,
K11D12.7,K11D12.7,K11D12.7.1,"2,96716","1,02091","2,906387",1.539226817839,1,
K11D12.7,K11D12.7,K11D12.7.2,"3,36987","1,05695","3,188297",1.672786027217,1,
K11D12.8,K11D12.8,K11D12.8,"0,069012","0,025961","2,658309",1.410508812235,1,
K11D12.9,K11D12.9,K11D12.9,"0,105254","0,06921","1,520794",0.604824745235,,
K11D2.1,K11D2.1,K11D2.1,0,"0,036259",0,,,
asah-1,K11D2.2,K11D2.2,"2,92883","3,38941","0,864112",-0.210709778595,,
unc-101,K11D2.3,K11D2.3a.1,"0,331385","0,378893","0,874614",-0.193281652975,,
unc-101,K11D2.3,K11D2.3a.2,"0,336868","0,447761","0,752339",-0.410545215677,,
unc-101,K11D2.3,K11D2.3b,"0,110852","0,135819","0,816174",-0.293051341984,,
K11D2.4,K11D2.4,K11D2.4a,"0,842342","1,00897","0,834853",-0.260405903098,,
K11D2.4,K11D2.4,K11D2.4b,"0,645474","0,941048","0,68591",-0.543908805766,,
K11D2.5,K11D2.5,K11D2.5,"0,151718","0,147583","1,028018",0.039865525508,,
klp-7,K11D9.1,K11D9.1a,"1,01095","1,3295","0,760399",-0.395171460187,,
klp-7,K11D9.1,K11D9.1b.1,"0,97957","1,35596","0,722418",-0.469094254966,,
klp-7,K11D9.1,K11D9.1b.2,"0,952881","1,36789","0,696606",-0.521585195702,,
sca-1,K11D9.2,K11D9.2a.1,"6,39669","9,43752","0,677794",-0.561081229102,,
sca-1,K11D9.2,K11D9.2a.2,"6,39616","9,43773","0,677722",-0.561234490359,,
sca-1,K11D9.2,K11D9.2b.1,"6,29188","9,29309","0,677049",-0.562667845284,,
sca-1,K11D9.2,K11D9.2b.2,"6,81614","10,1076","0,674358",-0.568413408961,,
K11D9.3,K11D9.3,K11D9.3.1,"0,313382","0,236422","1,32552",0.406558438355,,
K11D9.3,K11D9.3,K11D9.3.2,"0,339337","0,247769","1,36957",0.453723005417,,
K11D9.3,K11D9.3,K11D9.3.3,"0,307796","0,21885","1,406424",0.492031594753,,
K11E4.1,K11E4.1,K11E4.1,"0,050994","0,013913","3,665117",1.873859253646,1,
K11E4.2,K11E4.2,K11E4.2,"0,264209","0,131132","2,014832",1.010659549487,,
K11E4.3,K11E4.3,K11E4.3,"0,003098","0,001195","2,591193",1.373616475870,,
pix-1,K11E4.4,K11E4.4,"0,147195","0,130781","1,125508",0.170576311363,,
nhr-71,K11E4.5,K11E4.5a,"0,273126","0,339653","0,804132",-0.314495752545,,
nhr-71,K11E4.5,K11E4.5b,"0,268627","0,336151","0,799126",-0.323505100816,,
unc-43,K11E8.1,K11E8.1a.1,"1,40222","1,11652","1,255884",0.328703215541,,
unc-43,K11E8.1,K11E8.1a.2,"1,55726","1,30828","1,190311",0.251338564742,,
unc-43,K11E8.1,K11E8.1b.1,"2,72357","1,40234","1,942161",0.957662801310,,
unc-43,K11E8.1,K11E8.1b.2,"2,71199","1,39523","1,943758",0.958848613011,,
unc-43,K11E8.1,K11E8.1b.3,"3,31719","2,0324","1,632154",0.706777187551,,
unc-43,K11E8.1,K11E8.1c.1,"1,08457","0,929954","1,166262",0.221891925451,,
unc-43,K11E8.1,K11E8.1c.2,"1,24167","1,04646","1,186543",0.246764384360,,
unc-43,K11E8.1,K11E8.1d.1,"1,50334","1,18777","1,265683",0.339916115987,,
unc-43,K11E8.1,K11E8.1d.2,"1,73301","1,44618","1,198336",0.261032480388,,
unc-43,K11E8.1,K11E8.1e.1,"1,40582","1,21075","1,161115",0.215510867736,,
unc-43,K11E8.1,K11E8.1e.2,"1,60413","1,35554","1,183388",0.242923170804,,
unc-43,K11E8.1,K11E8.1f.1,"1,49481","1,27701","1,170555",0.227192722885,,
unc-43,K11E8.1,K11E8.1f.2,"1,6943","1,42258","1,191005",0.252179469844,,
unc-43,K11E8.1,K11E8.1g.1,"1,49985","1,27981","1,171932",0.228888861476,,
unc-43,K11E8.1,K11E8.1g.2,"1,69824","1,42464","1,192049",0.253443539998,,
unc-43,K11E8.1,K11E8.1h.1,"1,3969","1,20764","1,156719",0.210038435281,,
unc-43,K11E8.1,K11E8.1h.2,"1,58171","1,3424","1,17827",0.236670169922,,
unc-43,K11E8.1,K11E8.1i.1,"1,0874","0,842156","1,29121",0.368723656974,,
unc-43,K11E8.1,K11E8.1i.2,"1,73161","1,35508","1,277866",0.353736559860,,
unc-43,K11E8.1,K11E8.1k.1,"1,3918","1,13227","1,229212",0.297733756209,,
unc-43,K11E8.1,K11E8.1k.2,"1,83634","1,39242","1,318812",0.399238919405,,
unc-43,K11E8.1,K11E8.1l.1,"1,50537","1,18623","1,269037",0.343734132960,,
unc-43,K11E8.1,K11E8.1l.2,"1,83634","1,39242","1,318812",0.399238919405,,
unc-43,K11E8.1,K11E8.1m,"1,6535","1,36521","1,211169",0.276400184975,,
nas-11,K11G12.1,K11G12.1a,"0,840573","0,252856","3,324315",1.733057093121,1,
nas-11,K11G12.1,K11G12.1b,"0,845682","0,250052","3,382025",1.757887324219,1,
acr-2,K11G12.2,K11G12.2,"0,01491","0,008838","1,686954",0.754420634635,,
smf-2,K11G12.3,K11G12.3,0,"0,00174",0,,,
smf-1,K11G12.4,K11G12.4a,"0,302966","0,165952","1,825624",0.868389662807,,
smf-1,K11G12.4,K11G12.4b,"0,274998","0,164987","1,666786",0.737068887433,,
K11G12.5,K11G12.5,K11G12.5.1,"1,14475","0,589999","1,940258",0.956248503223,,
K11G12.5,K11G12.5,K11G12.5.2,"1,44554","0,752122","1,921949",0.942570053894,,
K11G12.6,K11G12.6,K11G12.6a,"0,435699","0,346585","1,25712",0.330122370635,,
K11G12.6,K11G12.6,K11G12.6b,"0,34244","0,285485","1,199503",0.262436765868,,
acr-3,K11G12.7,K11G12.7,0,"0,002566",0,,,
K11G9.1,K11G9.1,K11G9.1,"0,003713","0,005581","0,665267",-0.587994623045,,
K11G9.2,K11G9.2,K11G9.2,"0,096532","0,026532","3,638388",1.863299401106,1,
K11G9.3,K11G9.3,K11G9.3,"0,001493","0,000177","8,421831",3.074133925387,1,
egl-46,K11G9.4,K11G9.4,"0,183484","0,099997","1,834893",0.875695936164,,
K11G9.5,K11G9.5,K11G9.5,"0,080489","0,058649","1,372378",0.456677903971,,
mtl-1,K11G9.6,K11G9.6,"17,7882","286,305","0,06213",-4.008566135495,,1
K11H12.1,K11H12.1,K11H12.1,"1,89935","5,14492","0,36917",-1.437642775408,,1
K11H12.10,K11H12.10,K11H12.10,"0,07322","0,004313","16,977293",4.085534536887,1,
K11H12.11,K11H12.11,K11H12.11,"0,109665","0,014605","7,508833",2.908588705884,1,
rpl-15,K11H12.2,K11H12.2.1,"50,008","89,711","0,557434",-0.843127094356,,
rpl-15,K11H12.2,K11H12.2.2,"49,8826","89,5616","0,556964",-0.844344014539,,
rpl-15,K11H12.2,K11H12.2.3,"49,6112","89,2228","0,556037",-0.846747208449,,
rpl-15,K11H12.2,K11H12.2.4,"48,8248","89,2807","0,546868",-0.870735449670,,
K11H12.3,K11H12.3,K11H12.3,"0,077761","0,016056","4,843069",2.275921557399,1,
K11H12.4,K11H12.4,K11H12.4,"2,3363","0,071104","32,857366",5.038144926635,1,
K11H12.5,K11H12.5,K11H12.5,"0,036748","0,024605","1,493518",0.578714625231,,
K11H12.6,K11H12.6,K11H12.6,"0,063513","0,398719","0,159293",-2.650245224679,,1
K11H12.7,K11H12.7,K11H12.7,"1,1542","0,434517","2,656283",1.409408859391,1,
K11H12.8,K11H12.8,K11H12.8a,"1,1861","1,4034","0,845162",-0.242700192314,,
K11H12.8,K11H12.8,K11H12.8b,"1,1973","1,4066","0,851201",-0.232428249154,,
K11H12.9,K11H12.9,K11H12.9,"0,155686","0,326278","0,477158",-1.067461033955,,
gpdh-2,K11H3.1,K11H3.1a,"2,18456","1,14037","1,915659",0.937840774648,,
gpdh-2,K11H3.1,K11H3.1b.1,"2,52501","1,56609","1,612302",0.689122000128,,
gpdh-2,K11H3.1,K11H3.1b.2,"2,5174","1,56113","1,61255",0.689343894572,,
K11H3.2,K11H3.2,K11H3.2,"0,049423","0,015926","3,103304",1.633805030354,1,
K11H3.3,K11H3.3,K11H3.3,"2,17414","1,09794","1,980199",0.985645421157,,
K11H3.4,K11H3.4,K11H3.4,"0,225648","0,199813","1,129296",0.175423680763,,
K11H3.5,K11H3.5,K11H3.5,"0,101838","0,05408","1,883099",0.913108848627,,
K11H3.6,K11H3.6,K11H3.6,"4,09505","7,0739","0,578896",-0.788623906882,,
K11H3.7,K11H3.7,K11H3.7,"0,116514","0,065064","1,790768",0.840578443449,,
sago-1,K12B6.1,K12B6.1,"0,971117","0,637737","1,522755",0.606683841551,,
K12B6.2,K12B6.2,K12B6.2,"0,000829",0,,,,
K12B6.3,K12B6.3,K12B6.3,"0,02019","0,003926","5,142992",2.362607909559,1,
K12B6.4,K12B6.4,K12B6.4,0,0,,,,
srn-1,K12B6.5,K12B6.5,"0,005274","0,004733","1,11431",0.156150644928,,
K12B6.6,K12B6.6,K12B6.6,0,0,,,,
K12B6.7,K12B6.7,K12B6.7,nan,nan,,,,
K12B6.8,K12B6.8,K12B6.8,"0,009017","0,00675","1,33577",0.417671618272,,
K12B6.9,K12B6.9,K12B6.9,"1,17102","0,792783","1,4771",0.562767500186,,
K12C11.1,K12C11.1,K12C11.1.1,"1,22429","1,42961","0,85638",-0.223676991641,,
K12C11.1,K12C11.1,K12C11.1.2,"1,26724","1,36271","0,929941",-0.104788907384,,
smo-1,K12C11.2,K12C11.2.1,"24,8251","56,6909","0,437903",-1.191316761401,,
smo-1,K12C11.2,K12C11.2.2,"23,756","50,5566","0,469889",-1.089608099932,,
K12C11.3,K12C11.3,K12C11.3,"0,242417","0,082519","2,937704",1.554689038765,1,
dapk-1,K12C11.4,K12C11.4,"0,24573","0,17112","1,43601",0.522065795749,,
K12C11.5,K12C11.5,K12C11.5,0,0,,,,
K12C11.6,K12C11.6,K12C11.6,"0,849158","1,52691","0,556128",-0.846511118931,,
K12C11.7,K12C11.7,K12C11.7,"0,11623","0,133176","0,872755",-0.196351377908,,
K12D12.1,K12D12.1,K12D12.1,"1,54307","1,72316","0,895489",-0.159252384332,,
npp-3,K12D12.2,K12D12.2.1,"0,835086","0,928376","0,899513",-0.152783963049,,
npp-3,K12D12.2,K12D12.2.2,"0,834065","0,937168","0,889985",-0.168147074098,,
col-84,K12D12.3,K12D12.3,"0,002127","0,028656","0,074209",-3.752262023576,,1
K12D12.4,K12D12.4,K12D12.4a,"0,017529","0,020438","0,857694",-0.221465066538,,
K12D12.5,K12D12.5,K12D12.5,"0,341","0,23449","1,45422",0.540245542228,,
K12D9.1,K12D9.1,K12D9.1,"0,002583","0,001064","2,428968",1.280343483574,,
srw-136,K12D9.10,K12D9.10,0,"0,0003",0,,,
K12D9.12,K12D9.12,K12D9.12,0,"0,000211",0,,,
srw-121,K12D9.3,K12D9.3,0,0,,,,
srw-115,K12D9.4,K12D9.4,0,0,,,,
srw-120,K12D9.5,K12D9.5,0,"0,000693",0,,,
srw-119,K12D9.7,K12D9.7,0,0,,,,
srw-112,K12D9.9,K12D9.9,0,0,,,,
myo-3,K12F2.1,K12F2.1,"0,493587","1,18895","0,415145",-1.268312772298,,
vab-8,K12F2.2,K12F2.2a,"0,378273","0,239805","1,577419",0.657565925145,,
vab-8,K12F2.2,K12F2.2b,"0,331926","0,197548","1,68023",0.748658731306,,
